Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Price,Variant Inventory Qty,SEO Title,SEO Description
bioipm-starter,BioIPM Starter,"<p>BioIPM Starter is a professionally formulated Multi bio pest kit base agriculture input designed for Indian field, vegetable, and plantation production systems. This bio pesticides supports biological control via Botanical pesticides while helping improve root growth, enhance flowering, and increase yield under monsoon stress. Farmers use BioIPM Starter in fertigation and spray schedules to improve soil health, strengthen plant resilience, and achieve more uniform harvest quality. Compatible with responsible IPM and balanced nutrition plans; perform a jar test before mixing with strong chemical inputs. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks.</p><ul><li>biological pest and disease control</li><li>IPM compatible</li><li>reduces chemical residue risk</li><li>improves crop safety</li><li>supports soil health</li><li>eco-friendly option</li></ul><p><strong>Suitable crops:</strong> ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato</p><p><strong>Application:</strong> foliar spray, soil application, drenching, seed treatment</p><p><strong>Dosage (200 L):</strong> 400–800 ml per 200 L water (2–4 ml/L)</p>",Morbeez,Bio Pesticides,"bio pesticide, Botanical pesticides, Multi bio pest kit base, organic pest control, Morbeez, IPM",TRUE,Size,500 ml,bioipm-starter-500ml,376,100,BioIPM Starter,"BioIPM Starter is a professionally formulated Multi bio pest kit base agriculture input designed for Indian field, vegetable, and plantation production systems. This bio pesticides supports biological control via Botanical pesticides while helping improve root growth, enhance flowering, and increase yield under monsoon"
bioipm-starter,,,,,,,Size,1 L,bioipm-starter-1l,648,100,,
bioipm-starter,,,,,,,Size,5 L,bioipm-starter-5l,2689,100,,
bioipm-starter,,,,,,,Size,10 L,bioipm-starter-10l,5022,100,,
bioipm-starter,,,,,,,Size,25 L,bioipm-starter-25l,11146,100,,
humicgold-85,HumicGold 85,"<p>HumicGold 85 is a professionally formulated Potassium humate 85% agriculture input designed for Indian field, vegetable, and plantation production systems. This organic inputs supports Humic Acid for soil fertility and crop metabolism while helping improve root growth, enhance flowering, and increase yield under drought. Compatible with responsible IPM and balanced nutrition plans; perform a jar test before mixing with strong chemical inputs. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks.</p><ul><li>improves soil health</li><li>enhances nutrient absorption</li><li>supports crop vigor</li><li>organic farming suitable</li><li>stress recovery support</li><li>residue conscious programs</li></ul><p><strong>Suitable crops:</strong> ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato</p><p><strong>Application:</strong> soil application, drip irrigation, foliar spray, fertigation</p><p><strong>Dosage (200 L):</strong> 500–1000 kg/acre (compost); 100–250 kg/acre (granules)</p>",Morbeez,Organic Inputs,"organic fertilizer, Humic Acid, Potassium humate 85%, soil health, bio stimulant, Morbeez",TRUE,Size,500 g,humicgold-85-500g,239,100,HumicGold 85,"HumicGold 85 is a professionally formulated Potassium humate 85% agriculture input designed for Indian field, vegetable, and plantation production systems. This organic inputs supports Humic Acid for soil fertility and crop metabolism while helping improve root growth, enhance flowering, and increase yield under drough"
humicgold-85,,,,,,,Size,1 kg,humicgold-85-1kg,412,100,,
humicgold-85,,,,,,,Size,5 kg,humicgold-85-5kg,1710,100,,
humicgold-85,,,,,,,Size,10 kg,humicgold-85-10kg,3194,100,,
humicgold-85,,,,,,,Size,25 kg,humicgold-85-25kg,7089,100,,
humicflow-24,HumicFlow 24,"<p>HumicFlow 24 is a professionally formulated Humic acid 24% liquid agriculture input designed for Indian field, vegetable, and plantation production systems. This organic inputs supports Humic Acid for soil fertility and crop metabolism while helping improve root growth, enhance flowering, and increase yield under heat. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks. Farmers use HumicFlow 24 in fertigation and spray schedules to improve soil health, strengthen plant resilience, and achieve more uniform harvest quality. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks.</p><ul><li>improves soil health</li><li>enhances nutrient absorption</li><li>supports crop vigor</li><li>organic farming suitable</li><li>stress recovery support</li><li>residue conscious programs</li></ul><p><strong>Suitable crops:</strong> ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato</p><p><strong>Application:</strong> soil application, drip irrigation, foliar spray, fertigation</p><p><strong>Dosage (200 L):</strong> 400–800 ml per 200 L water; drip 2–3 L/acre</p>",Morbeez,Organic Inputs,"organic fertilizer, Humic Acid, Humic acid 24% liquid, soil health, bio stimulant, Morbeez",TRUE,Size,500 ml,humicflow-24-500ml,306,100,HumicFlow 24,"HumicFlow 24 is a professionally formulated Humic acid 24% liquid agriculture input designed for Indian field, vegetable, and plantation production systems. This organic inputs supports Humic Acid for soil fertility and crop metabolism while helping improve root growth, enhance flowering, and increase yield under heat."
humicflow-24,,,,,,,Size,1 L,humicflow-24-1l,528,100,,
humicflow-24,,,,,,,Size,5 L,humicflow-24-5l,2191,100,,
humicflow-24,,,,,,,Size,10 L,humicflow-24-10l,4092,100,,
humicflow-24,,,,,,,Size,25 L,humicflow-24-25l,9082,100,,
fulvicboost-12,FulvicBoost 12,"<p>FulvicBoost 12 is a professionally formulated Fulvic acid 12% agriculture input designed for Indian field, vegetable, and plantation production systems. This organic inputs supports Fulvic Acid for soil fertility and crop metabolism while helping improve root growth, enhance flowering, and increase yield under salinity. Suitable for drip and foliar application, it improves nutrient uptake, supports crop vigor, and integrates with biofertilizer programs when tank-mix compatibility is confirmed. Compatible with responsible IPM and balanced nutrition plans; perform a jar test before mixing with strong chemical inputs. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks.</p><ul><li>improves soil health</li><li>enhances nutrient absorption</li><li>supports crop vigor</li><li>organic farming suitable</li><li>stress recovery support</li><li>residue conscious programs</li></ul><p><strong>Suitable crops:</strong> ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato</p><p><strong>Application:</strong> soil application, drip irrigation, foliar spray, fertigation</p><p><strong>Dosage (200 L):</strong> 400–800 ml per 200 L water; drip 2–3 L/acre</p>",Morbeez,Organic Inputs,"organic fertilizer, Fulvic Acid, Fulvic acid 12%, soil health, bio stimulant, Morbeez",TRUE,Size,500 ml,fulvicboost-12-500ml,318,100,FulvicBoost 12,"FulvicBoost 12 is a professionally formulated Fulvic acid 12% agriculture input designed for Indian field, vegetable, and plantation production systems. This organic inputs supports Fulvic Acid for soil fertility and crop metabolism while helping improve root growth, enhance flowering, and increase yield under salinity"
fulvicboost-12,,,,,,,Size,1 L,fulvicboost-12-1l,548,100,,
fulvicboost-12,,,,,,,Size,5 L,fulvicboost-12-5l,2274,100,,
fulvicboost-12,,,,,,,Size,10 L,fulvicboost-12-10l,4247,100,,
fulvicboost-12,,,,,,,Size,25 L,fulvicboost-12-25l,9426,100,,
seagrow-ascophyllum,SeaGrow Ascophyllum,"<p>SeaGrow Ascophyllum is a professionally formulated Ascophyllum nodosum 20% agriculture input designed for Indian field, vegetable, and plantation production systems. This organic inputs supports Seaweed Extract for soil fertility and crop metabolism while helping improve root growth, enhance flowering, and increase yield under waterlogging recovery. Farmers use SeaGrow Ascophyllum in fertigation and spray schedules to improve soil health, strengthen plant resilience, and achieve more uniform harvest quality. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks.</p><ul><li>improves soil health</li><li>enhances nutrient absorption</li><li>supports crop vigor</li><li>organic farming suitable</li><li>stress recovery support</li><li>residue conscious programs</li></ul><p><strong>Suitable crops:</strong> ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato</p><p><strong>Application:</strong> soil application, drip irrigation, foliar spray, fertigation</p><p><strong>Dosage (200 L):</strong> 400–800 ml per 200 L water; drip 2–3 L/acre</p>",Morbeez,Organic Inputs,"organic fertilizer, Seaweed Extract, Ascophyllum nodosum 20%, soil health, bio stimulant, Morbeez",TRUE,Size,500 ml,seagrow-ascophyllum-500ml,335,100,SeaGrow Ascophyllum,"SeaGrow Ascophyllum is a professionally formulated Ascophyllum nodosum 20% agriculture input designed for Indian field, vegetable, and plantation production systems. This organic inputs supports Seaweed Extract for soil fertility and crop metabolism while helping improve root growth, enhance flowering, and increase yie"
seagrow-ascophyllum,,,,,,,Size,1 L,seagrow-ascophyllum-1l,578,100,,
seagrow-ascophyllum,,,,,,,Size,5 L,seagrow-ascophyllum-5l,2399,100,,
seagrow-ascophyllum,,,,,,,Size,10 L,seagrow-ascophyllum-10l,4480,100,,
seagrow-ascophyllum,,,,,,,Size,25 L,seagrow-ascophyllum-25l,9942,100,,
aminocrop-20,AminoCrop 20,"<p>AminoCrop 20 is a professionally formulated Amino acid 20% agriculture input designed for Indian field, vegetable, and plantation production systems. This organic inputs supports Amino Acid for soil fertility and crop metabolism while helping improve root growth, enhance flowering, and increase yield under monsoon stress. Compatible with responsible IPM and balanced nutrition plans; perform a jar test before mixing with strong chemical inputs. Farmers use AminoCrop 20 in fertigation and spray schedules to improve soil health, strengthen plant resilience, and achieve more uniform harvest quality. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks.</p><ul><li>improves soil health</li><li>enhances nutrient absorption</li><li>supports crop vigor</li><li>organic farming suitable</li><li>stress recovery support</li><li>residue conscious programs</li></ul><p><strong>Suitable crops:</strong> ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato</p><p><strong>Application:</strong> soil application, drip irrigation, foliar spray, fertigation</p><p><strong>Dosage (200 L):</strong> 400–800 ml per 200 L water; drip 2–3 L/acre</p>",Morbeez,Organic Inputs,"organic fertilizer, Amino Acid, Amino acid 20%, soil health, bio stimulant, Morbeez",TRUE,Size,500 ml,aminocrop-20-500ml,347,100,AminoCrop 20,"AminoCrop 20 is a professionally formulated Amino acid 20% agriculture input designed for Indian field, vegetable, and plantation production systems. This organic inputs supports Amino Acid for soil fertility and crop metabolism while helping improve root growth, enhance flowering, and increase yield under monsoon stre"
aminocrop-20,,,,,,,Size,1 L,aminocrop-20-1l,598,100,,
aminocrop-20,,,,,,,Size,5 L,aminocrop-20-5l,2482,100,,
aminocrop-20,,,,,,,Size,10 L,aminocrop-20-10l,4635,100,,
aminocrop-20,,,,,,,Size,25 L,aminocrop-20-25l,10286,100,,
proteinhydro-15,ProteinHydro 15,"<p>ProteinHydro 15 is a professionally formulated Protein hydrolysate 15% agriculture input designed for Indian field, vegetable, and plantation production systems. This organic inputs supports Protein Hydrolysate for soil fertility and crop metabolism while helping improve root growth, enhance flowering, and increase yield under drought. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks. Compatible with responsible IPM and balanced nutrition plans; perform a jar test before mixing with strong chemical inputs. Ideal for Morbeez advisory-led programs across Kerala and South India high-value spice and plantation blocks.</p><ul><li>improves soil health</li><li>enhances nutrient absorption</li><li>supports crop vigor</li><li>organic farming suitable</li><li>stress recovery support</li><li>residue conscious programs</li></ul><p><strong>Suitable crops:</strong> ginger, banana, pepper, cardamom, vegetables, paddy, fruits, plantation crops, spices, horticulture crops, coconut, turmeric, chilli, tomato</p><p><strong>Application:</strong> soil application, drip irrigation, foliar spray, fertigation</p><p><strong>Dosage (200 L):</strong> 400–800 ml per 200 L water; drip 2–3 L/acre</p>",Morbeez,Organic Inputs,"organic fertilizer, Protein Hydrolysate, Protein hydrolysate 15%, soil health, bio stimulant, Morbeez",TRUE,Size,500 ml,proteinhydro-15-500ml,358,100,ProteinHydro 15,"ProteinHydro 15 is a professionally formulated Protein hydrolysate 15% agriculture input designed for Indian field, vegetable, and plantation production systems. This organic inputs supports Protein Hydrolysate for soil fertility and crop metabolism while helping improve root growth, enhance flowering, and increase yie"
